headline,relation,labels
‘경주 여진’ 계속되는데…“재난대응 민관협력 강화해야” 국감 지적은 1년째 ‘허송’,X,0
수익떨어지는 사업부 매각 잇따라,X,0
"홍콩독감 유행, 563명 목숨 잃어… 한국도 위험지대",O,1
"홍콩독감, 올들어 사망자만 563명 '무시무시'...메르스 이어 또?",O,1
"수원시, 촘촘한 자연재해 안전망짠다",X,0
"KT, 케냐서 감염병 확산방지 프로젝트 소개",O,1
"대만, 항공업계에 3.3억달러 지원",X,0
"포스코, 손편지·건강기능식품으로 의료진 응원",O,1
"조선대, 여대생 취업전략 프로그램 진행",X,0
"152번 메르스 환자 숨져, 응급실서 아내 간병한 60대 남편",O,1
평양 거리가 밝아졌다…‘엄지족’ 눈에 띄어,X,0
"오텍그룹·한양대, 산학협력 업무협약 체결",X,0
겨울맞이 하는 강원 스키장…시즌권 판매 시작,X,0
"청도적십자사, 驛광장서  메르스 예방봉사",O,1
[200자 뉴스]“7일 사망 70代 신종플루 아닌 지병때문”,O,1
업계 최초 '脫석탄 금융' 선언…환경책임·미세먼지 보험 개발,X,0
경기도내 학교 자체적으로 신종플루 휴업,O,1
"정부, ITU 전권회의에 에볼라 대응반 구성",O,1
"산업硏 ""연간 GDP 2.9%…메르스 등 하방위험 우세""",O,1
[포토뉴스] 메르스 격리자 생필품 전달,O,1
軍 문화 바뀌었다더니…또 극단 선택,X,0
"의료진인 5·7번째 메르스 환자, 곧 퇴원 예정(속보)",O,1
"""금리 올려도 가계부채·집값 못잡아""...주목받는 주상영 금통위원",X,0
"文 ""제2벤처붐 토대로 글로벌 '4대 벤처강국'으로 도약""",X,0
"김부겸 총리, 코로나19 중대본회의 주재",O,1
"[한수진의 SBS 전망대] ""무증상 메르스? 건강한 사람은 감기처럼 지나가""",O,1
"임세웅 원장, 일본 치과의 대상 ‘임플란트 임상의 이해’ 특강 호평",X,0
"박영수 전 특검 딸, 화천대유 소유 아파트 분양 받았다",X,0
"박원순, 메르스로 침체된 명동·인사동 상권 방문",O,1
"이종걸 ""황교안 총리 취임 이후 檢 정치검찰 마각 드러내""",X,0
"[교육부 NEIS 전교조 요구 대폭 수용] 전국 교육감 '전면거부' 선언
",X,0
[이슈N] 프리어닝 시즌…'같은 업종 다른 전망',X,0
[여의도 and]문 대통령이 바친 꽃들 '다 의미가 있었네',X,0
"부산인자위, 고용노동부 장관상 포함 3개 부문 수상",X,0
울산 돌파감염 누적 37명…이 중 43% 변이감염,O,1
"전남 무안군, 광주공항 군공항 연계이전 방침에 반발",X,0
메르스 여파로 온라인 쇼핑 ‘꿈틀’,O,1
"순천향대 부천병원, 6월부터 간호.간병 통합서비스 시행키로",X,0
"[고광림] 독감, 나가 놀아라.~~~",O,1
한강변 방역작업,O,1
서울 대중교통 요금 인상…27일부터 적용,X,0
"[기업] KOTRA, '사스 수출애로센터' 가동
",O,1
제49차 고위정책회의 모두발언,X,0
신종플루 감염 뇌사 추정자 2주 만에 사망,O,1
"코로나에도 사람 사는 맛… 오가는 情, 한가위 한가득",O,1
"신종플루 38명 추가…""백신 확보 비상""",O,1
'코로나 유망 치료제' 렘데시비르… 원가 1만원에 시장가 '550만원'?,O,1
위기때 '뜬 株' 살피면 앞으로 '뜰 주' 보인다,X,0
대장 출혈 '검붉은 색'·치질 '선홍색'…혈변땐 병원 가라는 신호,X,0
보복행위·녹취록 폭로전… 택배 ‘을의 전쟁’ 중재자가 없다,X,0
"‘을왕리 음주운전 참변’ 운전자, 항소심서도 징역 5년",X,0
서울 시내서 2015년 이후 두 번째 한강 야생조류 폐사체서 AI 검출,O,1
[포토] 인천공항서 체온점검 받는 외국인 승객,X,0
日 기시다 시대 개막···한일관계 여전히 험로,X,0
"[국감 말말말][종합]신동빈 회장 ""롯데는 한국기업""",X,0
"강원교육청, 감염병 대응 모의훈련…""안전한 학교""",O,1
[그래픽뉴스] 성인 10명 중 9명 '코로나19 예방 수칙 잘 지켜',O,1
"[레이더P] 규제와 이념이 뒤섞인 전쟁터, 환노위",X,0
"항공기 제조업 침체 허덕
",X,0
메르스 휴업들어간 대학총장과 간담회,O,1
"애니닥터헬스케어, 사막인삼 원료로 한 신제품으로 해외진출 포문",X,0
메르스 대책 전체회의 참석한 박민권 차관,O,1
"메르스 환자, 쿠웨이트서 2회 치료…한국 의사에 증상 호소",O,1
"대구 메르스 확진 환자, 경북대병원으로 이송…38도 발열과 페렴 증상 보여",O,1
영암 오리농장서 AI 또 발견…전남·광주 가금농가 일시이동중지 명령,O,1
"메르스 자가격리자, 국내선 항공기 탑승 제한… 국제선 탑승은 ‘불가능’",O,1
"녹십자, 제약부문 '최고 기업 대상' 수상",X,0
오늘의 주요기사 2차메모(7월20일.월),X,0
환자 검체 등 메르스 국가 연구자원 기반 구축,O,1
[해외 이모저모] 필리핀 두테르테 대통령 고향 폭탄테러,X,0
"메르스 141번째 환자, 확진 전 제주 관광",O,1
KB국민은행 대출한도 확 줄인다,X,0
‘취지 훼손 vs 소비 편의성’…카드 캐시백 시행 앞두고 갑론을박,X,0
메르스 브리핑하는 문형표 복지부 장관,O,1
제2의 메르스 방지할 공공보건의료 정책이 안 보인다,O,1
"메르스 합동조사 위해 입국한 WHO, 착수 회의 시작",O,1
"파월 ""연내 테이퍼링 적절‥금리 인상 신호 아냐""‥NY증시 강세",X,0
공문도 없이 병원 봉쇄 발표… ‘음압’ 없는데 치료병원 신고,O,1
메르스 환자 치료 위해 완치자 혈장 사용(속보),O,1
"“베트남 백신 지원 사실 아니다”던 청와대, 12일 만에 말 뒤집었다",O,1
"""오늘 사면 내일 온다""…패션 플랫폼, 배송으로 경쟁력 강화",X,0
부산서 메르스 의심 환자 자진 신고...시청은 '나 몰라라',O,1
"인터파크, 공격적 마케팅에 단기비용부담-한국",X,0
세브란스ㆍ셀트리온 신종플루 치료제 공동개발 착수,O,1
뮤 변이 등장에 백신업체들 `부스터샷` 잡아라,O,1
36번 환자 사망 직전 심폐소생술 간호사도 4차감염(종합3보),O,1
"호텔신라, 3Q 단기 조정 때 매수 권고-유안타",X,0
[CEO&Story] 조성철 제로투세븐 사장,X,0
[여행 신간] 과거의 여행 중인 나로부터 온 편지…'여행의 순간',X,0
'한국에 오신 걸 환영합니다',X,0
전남 영암 종오리 농장 AI 고병원성 확진…올겨울 5번째 발생,O,1
메르스 이틀 연속 신규 환자·사망자 ‘0’…186명 유지,O,1
“면세점 늘리면 출혈경쟁 공멸”… 정부 확대 움직임에 업체 반발,X,0
"겨울 모기 잡는 법, 마포에 물어봐",X,0
[뉴스라인 헤드라인],X,0
"[종합] 공수처, 김웅·손준성 압수수색…직권남용, 공무상 기밀누설 혐의",X,0
"박셀바이오, 세계최초 반려견 면역치료제 '박스루킨-15' 품목허가 보완서류 제출",O,1
50대女 화이자 맞고 사흘 뒤 사망… 인과관계 조사 중,O,1
"고려청자에서 와인, 기부까지...NFT 전방위로 확산",X,0
[천자칼럼] 내복 입기,X,0
"당정, 국가감염병관리체계 개선 방안 논의",O,1
국내 신종플루 1천명 '눈앞',O,1
[과학을 읽다]감기 심해지면 독감 되는 것 아냐?,O,1
'#반찬안받기' 꾹 배민 친환경 주문,X,0
14시 헤드라인 뉴스,X,0
'될성부른 떡잎' 바이오社에 뭉칫돈… 100억 이상 유치기업 4→13곳,X,0
다같은 '위드 코로나株' 아니다…전환단계 따라 수혜업종 갈려,O,1
"국민은행, 비대면 외환 거래 시간 확대 시행",X,0
"임신부, 타미플루 먹어도 되나",O,1
신종플루 노출 호주 선수단 '격리 해제',O,1
[점프업 강소기업]“올 NK세포치료제 상업화 시작…면역항암시장 주역 자신”,O,1
"황교안 “안전사회, 잘사는 나라, 바른국가 만들겠다”",X,0
'머드맥스' 조개 캐기 체험 시 무릎·발목 조심하세요,X,0
美 뉴욕서 학생 수백명 SI 증세,X,0
"메르스 증상, 잠복기간 다양해…짧게는 이틀에서 길게는 2주가량 ‘의심된다면?’",O,1
유행 타는 코로나19 테마주…이번엔 '구충제' 관련주,O,1
"동성애자 콜로라도 주지사, 첫 동성 결혼…""너무 행복""",X,0
"캐나다 한인 목사, 방북 뒤 한달간 연락두절…북한에 억류? “부인과 아들 어떡하나”",X,0
"'개점 휴업' 전염병 연구소, 지금은?…여전히 '헛바퀴'",X,0
"""메르스 막아준다""…부풀린 블로그·쇼핑몰 무더기 적발",O,1
"씨티씨바이오, 소독제 신종플루 소독효과 美인증",O,1
주말농장도 '집콕' 시대...가정용 AI 식물재배기 특허출원 증가,O,1
"“위드코로나 시대, 롯데관광개발·강원랜드 톱픽”",O,1
“월가의 관심은 현실화될 에볼라 피해 규모”,O,1
"G8, ""세계 경제 회복 신뢰""
",X,0
"2030세대 ""우리도 건강기능식품 고객""",X,0
"최경환 ""메르스 확산 방지 위해 국가 역량 총동원""",O,1
"'2016~2018 한국 방문의 해' D-4일…""2000만 관광시대 연다""",X,0
부산 대학병원서 환자 2명 '슈퍼박테리아' 감염…격리 치료 중,O,1
"K헤리티지 세계화, 문화재재단-국제문화교류진흥원 맞손",X,0
두 번째 야생진드기 바이러스 사망자 확인,O,1
"朴 대통령 ""스마트폰에 정보가 뜨면 오매기 떡을..""",X,0
"박원순, 싱가포르에서 관광·투자유치 활동",X,0
‘집합금지’ 홀덤펍 문 따자 손님 우글우글…18명 무더기 입건,X,0
<속보> 메르스 격리자 1000명 넘었다…하루새 573명 늘어 1312명,O,1
"전남대 노미영 박사, ‘대통령 포스닥 펠로우십’연구과제 선정",X,0
"광주시, 재난 심리지원 전문가 137명 양성",X,0
"'에볼라 바이러스' 코트라 ""아프리카 진출 韓기업, 모두 정상 운영""",O,1
의사 가운·넥타이 슈퍼박테리아 검출,O,1
"KT-신한, 금융 디지털전환 사업 협력…ICT·금융 시너지",X,0
막 내린 국정감사…'외국어고 폐지' 문제 쟁점,X,0
"[속보]12∼17세 4분기에 화이자 백신 접종…정부 ""이달중 세부 계획 발표""",O,1
"‘개 식용금지’ 文에, 조은산 “자영업자 힘든데 왜 하필 지금?”",X,0
설악동 숙박업소 어쩌나?,X,0
"동양생명, 10월 4일 ‘천사데이’ 맞아 ‘디어 마이 엔젤’ 이벤트",X,0
삼양사거리역 등 ‘역세권활성화 사업’…주택350호·장기전세 144호 공급,X,0
실속없는 성장..재고 증가율 금융위기 수준,X,0
"한국산업단지공단 경북지역본부, 신사업벤처포럼 열어",X,0
“비엔날레 학생관람 어떡해”…충북교육청 ‘속앓이’,X,0
"문 대통령 ""백신 확보 걱정 단계 다 지났다… 다음달 위드코로나 계획 발표 예상""",O,1
[암과의 동행] 혈액 보유량 뚝… 무수혈수술에 시선 집중,X,0
수도권 확진자 비중 80% ‘재확산’…12~17세 백신 접종은 4분기 시행,O,1
"한미정상, ‘긴밀한 안보협력’ 강조…북핵, 주변국 단합해야",X,0
춘천서 메르스 의심환자 발생…1차 검사 '음성',O,1
"“20~30대, 朴대통령 지지도 15%” 40대 24% 불과",X,0
"완도해경 ,242기 신임 해양경찰 3명 임용식 열어",X,0
부산 에볼라 공포 확산… 라이베리아 출신男 잠적 ‘비상’,O,1
[속보] 김무성 “어려울 때일수록 헌혈이 애국”,X,0
"광주 광륵사發 연쇄감염, 닷새 만에 왕성교회 앞질러",O,1
머니투데이 오프라인 헤드라인-27일자,X,0
"김현수 농식품부 장관, ‘G20 농업장관 회의’ 참석",X,0
검체 채취하는 의료진,X,0
선별진료소에서 기다리는 시민들,O,1
아임쇼핑 오프라인 매장 그랜드 세일 행사,X,0
에볼라 의심 의료진 후송기 '걸프스트림Ⅲ'는,O,1
"'건국대 폐렴', 조사 1~2주 걸릴 듯…""원인 모른다""",O,1
"하나銀, 소상공인 비대면 대출 확대",X,0
"충북교총, 교육재난지원금 '포퓰리즘' 우려…""현금 지급 반대""",X,0
"중소기업·소상공인, 대출만기·이자상환 연장 ""시의적절, 환영""",X,0
"젖소 농장들, 우유 생산 줄어들까봐 구제역 백신 기피 가능성",O,1
"""해외 여행객 전염병 조심하세요""",O,1
"메르스와 야생 진드기, '닮아도 너무 닮았네'",O,1
"부산 에볼라, ITU 회의에 발병국 참가자 대거 참석",O,1
"""전략산업 육성 이젠 기업에 맡겨라""",X,0
메르스 사망자 3명· 확진 환자 3명 증가,O,1
"'집콕' 시대, 편의점 커피 인기",X,0
"문재인 ""새정치연합 다시 일으켜 세우리라 확신""",X,0
"한적 경남지사, 적십자회비 집중모금운동 전개",X,0
뮤지컬 '물랑루즈' 토니상 14개부문 후보,X,0
보라매병원 응급실 임시 폐쇄,O,1
"임신부·초6~고2, 내달 18일부터 백신 맞는다",O,1
병원 2곳서 60명 집단감염…인천 12일 151명 신규 확진,O,1
[인사종합] 국방부·보건복지부 외,X,0
진드기에 물리면 목숨 위협 받는 계절,X,0
"""여행 기대 수요 담아""··· 하나카드, 항공 마일리지 특화 아멕스 플래티늄 카드 출시",X,0
최근 한달 감기환자 중 신종플루 환자는 5.1%,O,1
염태영 시장 '메르스 의료진에게 감사',O,1
구급차 타고 강동경희대병원 도착한 투석환자,O,1
메르스 일단 안심…의심됐던 아랍女 1차검사 '음성'(종합),O,1
'메르스 사태' 삼성병원 봐주기 의혹도 수사,O,1
"인천 옹진군 사회단체, 유류할증제 즉각 철회 촉구",X,0
mbn 15시 주요뉴스,X,0
"문재인 ""문자 폭탄 유감""...홍준표·유승민 ""내가 보수""",X,0
"최경환 총리대행, 내일 오전 10시 메르스 대응조치 발표",O,1
메르스 4번째 환자 발생 관련 브리핑,O,1
"경기 고양시 AI 첫 발생, 방역 작업하는 관계자들",O,1
"다시 불거진 '메르스 공포', 확산 여부 2주가 고비",O,1
"[메르스 공포]최경환 ""경제위축 안되도록 선제 조치…추경 논의단계 아냐""(속보)",O,1
"1주일만에 다시 2000명 전후…""방역 느슨해지면 확진자 급증 우려""",O,1
'우리나라 경제 동향은?',X,0
"<재계, 사정 속도조절론에 안도..긴장은 여전>",X,0
"""부여 등 신고농장 주변 3km 닭·오리 모두 살처분""(종합)",O,1
9월 소비 메르스 이전 수준으로 회복,O,1
"검찰, ‘제주 변호사 살인’ 피의자 죄명 변경 ‘살인죄’로 기소",X,0
"[코스닥마감]520선 하회, 신종플루株 '우수수'",O,1
코로나 사태 후 역대 최다,O,1
한국인 9번째 지카 환자 발생,O,1
"추경 합의한 여야, '법인세 정비' 놓고 신경전",X,0
"[박태균 칼럼] 2022년 선거의 해, 그리고 지역감정",X,0
전자출입명부 ‘제주안심코드’의 진화,O,1
"원주 메르스 양성 판정 환자 발생, 사망자 8명으로 증가…‘충격과 공포’",O,1
'메르스 의사' 둘러싼 진실공방,O,1
[신동욱 앵커의 시선] 메르스의 악몽,O,1
"일부 의료진, 일반 마스크 쓰고 의심 환자 진료",O,1
두번째 의심신고 부안농장 오리도 AI 감염,O,1
[전일 특징주]①무서운 메르스 확산세…백신주 동반 '上',O,1
불안불안 궁금궁금 신종플루 ‘Q&A 16’,O,1
‘주5일근무’에도 근로시간 늘어,X,0
"[거래소] ""제약株, 사스 효과 적을듯""-삼성
",O,1
경북 46명 확진…가족·지인 감염 이어져,O,1
"아시아나항공, 지난해 영업익 950억원..전년比 3.1% 감소",X,0
"메르스 10대 환자, 삼성서울병원서 감염...사망자 유족 ""결과 나올때까지 시신을…""",O,1
